RENTREE SCOLAIRE;NIVEAU GEOGRAPHIQUE;LIBELLE GEOGRAPHIQUE;NIVEAU D'ENSEIGNEMENT;CLASSE;SECTEUR D'ENSEIGNEMENT;CONTRAT DE L'ETABLISSEMENT;NOMBRE D'ELEVES
2013;REGION;GUYANE;ELEMENTAIRE;CE2;PUBLIC;PUBLIC;5140
2013;REGION;GUYANE;ELEMENTAIRE;CM1;PRIVE;SOUS CONTRAT;377
2013;REGION;GUYANE;ELEMENTAIRE;CM1;PUBLIC;PUBLIC;4722
2013;REGION;GUYANE;ELEMENTAIRE;CM2;PRIVE;SOUS CONTRAT;402
2013;REGION;GUYANE;ELEMENTAIRE;CM2;PUBLIC;PUBLIC;4873
2013;REGION;GUYANE;ULIS;ULIS;PUBLIC;PUBLIC;443
2013;REGION;HAUTS-DE-FRANCE;PRE-ELEMENTAIRE;TRES PETITE SECTION;PRIVE;HORS CONTRAT;1
2013;REGION;HAUTS-DE-FRANCE;PRE-ELEMENTAIRE;TRES PETITE SECTION;PRIVE;SOUS CONTRAT;3698
2013;REGION;HAUTS-DE-FRANCE;PRE-ELEMENTAIRE;TRES PETITE SECTION;PUBLIC;PUBLIC;17852
2013;REGION;HAUTS-DE-FRANCE;PRE-ELEMENTAIRE;PETITE SECTION;PRIVE;HORS CONTRAT;46
2013;REGION;HAUTS-DE-FRANCE;PRE-ELEMENTAIRE;PETITE SECTION;PRIVE;SOUS CONTRAT;10721
2013;REGION;HAUTS-DE-FRANCE;PRE-ELEMENTAIRE;PETITE SECTION;PUBLIC;PUBLIC;68539
2013;REGION;HAUTS-DE-FRANCE;PRE-ELEMENTAIRE;MOYENNE SECTION;PRIVE;HORS CONTRAT;55
2013;REGION;HAUTS-DE-FRANCE;PRE-ELEMENTAIRE;MOYENNE SECTION;PRIVE;SOUS CONTRAT;10673
2013;REGION;HAUTS-DE-FRANCE;PRE-ELEMENTAIRE;MOYENNE SECTION;PUBLIC;PUBLIC;69013
2013;REGION;HAUTS-DE-FRANCE;PRE-ELEMENTAIRE;GRANDE SECTION;PRIVE;HORS CONTRAT;63
2013;REGION;HAUTS-DE-FRANCE;PRE-ELEMENTAIRE;GRANDE SECTION;PRIVE;SOUS CONTRAT;10983
2013;REGION;HAUTS-DE-FRANCE;PRE-ELEMENTAIRE;GRANDE SECTION;PUBLIC;PUBLIC;70365
2013;REGION;HAUTS-DE-FRANCE;ELEMENTAIRE;CP;PRIVE;HORS CONTRAT;139
2013;REGION;HAUTS-DE-FRANCE;ELEMENTAIRE;CP;PRIVE;SOUS CONTRAT;12212
2013;REGION;HAUTS-DE-FRANCE;ELEMENTAIRE;CP;PUBLIC;PUBLIC;70040
2013;REGION;HAUTS-DE-FRANCE;ELEMENTAIRE;CE1;PRIVE;HORS CONTRAT;123
2013;REGION;HAUTS-DE-FRANCE;ELEMENTAIRE;CE1;PRIVE;SOUS CONTRAT;12321
2013;REGION;HAUTS-DE-FRANCE;ELEMENTAIRE;CE1;PUBLIC;PUBLIC;70199
2013;REGION;HAUTS-DE-FRANCE;ELEMENTAIRE;CE2;PRIVE;HORS CONTRAT;105
2013;REGION;HAUTS-DE-FRANCE;ELEMENTAIRE;CE2;PRIVE;SOUS CONTRAT;12266
2013;REGION;HAUTS-DE-FRANCE;ELEMENTAIRE;CE2;PUBLIC;PUBLIC;66357
2013;REGION;HAUTS-DE-FRANCE;ELEMENTAIRE;CM1;PRIVE;HORS CONTRAT;98
2013;REGION;HAUTS-DE-FRANCE;ELEMENTAIRE;CM1;PRIVE;SOUS CONTRAT;12423
2013;REGION;HAUTS-DE-FRANCE;ELEMENTAIRE;CM1;PUBLIC;PUBLIC;65012
2013;REGION;HAUTS-DE-FRANCE;ELEMENTAIRE;CM2;PRIVE;HORS CONTRAT;96
2013;REGION;HAUTS-DE-FRANCE;ELEMENTAIRE;CM2;PRIVE;SOUS CONTRAT;12729
2013;REGION;HAUTS-DE-FRANCE;ELEMENTAIRE;CM2;PUBLIC;PUBLIC;64452
2013;REGION;HAUTS-DE-FRANCE;ULIS;ULIS;PRIVE;SOUS CONTRAT;463
2013;REGION;HAUTS-DE-FRANCE;ULIS;ULIS;PUBLIC;PUBLIC;5620
2013;REGION;ILE-DE-FRANCE;PRE-ELEMENTAIRE;TRES PETITE SECTION;PRIVE;HORS CONTRAT;514
2013;REGION;ILE-DE-FRANCE;PRE-ELEMENTAIRE;TRES PETITE SECTION;PRIVE;SOUS CONTRAT;701
2013;REGION;ILE-DE-FRANCE;PRE-ELEMENTAIRE;TRES PETITE SECTION;PUBLIC;PUBLIC;5862
2013;REGION;ILE-DE-FRANCE;PRE-ELEMENTAIRE;PETITE SECTION;PRIVE;HORS CONTRAT;1034
2013;REGION;ILE-DE-FRANCE;PRE-ELEMENTAIRE;PETITE SECTION;PRIVE;SOUS CONTRAT;9507
2013;REGION;ILE-DE-FRANCE;PRE-ELEMENTAIRE;PETITE SECTION;PUBLIC;PUBLIC;157996
2013;REGION;ILE-DE-FRANCE;PRE-ELEMENTAIRE;MOYENNE SECTION;PRIVE;HORS CONTRAT;961
2013;REGION;ILE-DE-FRANCE;PRE-ELEMENTAIRE;MOYENNE SECTION;PRIVE;SOUS CONTRAT;10157
2013;REGION;ILE-DE-FRANCE;PRE-ELEMENTAIRE;MOYENNE SECTION;PUBLIC;PUBLIC;154721
2013;REGION;ILE-DE-FRANCE;PRE-ELEMENTAIRE;GRANDE SECTION;PRIVE;HORS CONTRAT;894
2013;REGION;ILE-DE-FRANCE;PRE-ELEMENTAIRE;GRANDE SECTION;PRIVE;SOUS CONTRAT;10506
2013;REGION;ILE-DE-FRANCE;PRE-ELEMENTAIRE;GRANDE SECTION;PUBLIC;PUBLIC;152876
2013;REGION;ILE-DE-FRANCE;ELEMENTAIRE;CP;PRIVE;HORS CONTRAT;964
2013;REGION;ILE-DE-FRANCE;ELEMENTAIRE;CP;PRIVE;SOUS CONTRAT;14412
2013;REGION;ILE-DE-FRANCE;ELEMENTAIRE;CP;PUBLIC;PUBLIC;148991
2013;REGION;ILE-DE-FRANCE;ELEMENTAIRE;CE1;PRIVE;HORS CONTRAT;949
2013;REGION;ILE-DE-FRANCE;ELEMENTAIRE;CE1;PRIVE;SOUS CONTRAT;15148
2013;REGION;ILE-DE-FRANCE;ELEMENTAIRE;CE1;PUBLIC;PUBLIC;148574
2013;REGION;ILE-DE-FRANCE;ELEMENTAIRE;CE2;PRIVE;HORS CONTRAT;849
2013;REGION;ILE-DE-FRANCE;ELEMENTAIRE;CE2;PRIVE;SOUS CONTRAT;15258
2013;REGION;ILE-DE-FRANCE;ELEMENTAIRE;CE2;PUBLIC;PUBLIC;140213
2013;REGION;ILE-DE-FRANCE;ELEMENTAIRE;CM1;PRIVE;HORS CONTRAT;790
2013;REGION;ILE-DE-FRANCE;ELEMENTAIRE;CM1;PRIVE;SOUS CONTRAT;15654
2013;REGION;ILE-DE-FRANCE;ELEMENTAIRE;CM1;PUBLIC;PUBLIC;135860
2013;REGION;ILE-DE-FRANCE;ELEMENTAIRE;CM2;PRIVE;HORS CONTRAT;721
2013;REGION;ILE-DE-FRANCE;ELEMENTAIRE;CM2;PRIVE;SOUS CONTRAT;16265
2013;REGION;ILE-DE-FRANCE;ELEMENTAIRE;CM2;PUBLIC;PUBLIC;132314
2013;REGION;ILE-DE-FRANCE;ULIS;ULIS;PRIVE;HORS CONTRAT;2
2013;REGION;ILE-DE-FRANCE;ULIS;ULIS;PRIVE;SOUS CONTRAT;405
2013;REGION;ILE-DE-FRANCE;ULIS;ULIS;PUBLIC;PUBLIC;5856
2013;REGION;LA-REUNION;PRE-ELEMENTAIRE;TRES PETITE SECTION;PRIVE;SOUS CONTRAT;16
2013;REGION;LA-REUNION;PRE-ELEMENTAIRE;TRES PETITE SECTION;PUBLIC;PUBLIC;1011
2013;REGION;LA-REUNION;PRE-ELEMENTAIRE;PETITE SECTION;PRIVE;SOUS CONTRAT;1052
2013;REGION;LA-REUNION;PRE-ELEMENTAIRE;PETITE SECTION;PUBLIC;PUBLIC;12565
2013;REGION;LA-REUNION;PRE-ELEMENTAIRE;MOYENNE SECTION;PRIVE;SOUS CONTRAT;1143
2013;REGION;LA-REUNION;PRE-ELEMENTAIRE;MOYENNE SECTION;PUBLIC;PUBLIC;12916
2013;REGION;LA-REUNION;PRE-ELEMENTAIRE;GRANDE SECTION;PRIVE;SOUS CONTRAT;1094
2013;REGION;LA-REUNION;PRE-ELEMENTAIRE;GRANDE SECTION;PUBLIC;PUBLIC;13869
2013;REGION;LA-REUNION;ELEMENTAIRE;CP;PRIVE;SOUS CONTRAT;1146
2013;REGION;LA-REUNION;ELEMENTAIRE;CP;PUBLIC;PUBLIC;14074
2013;REGION;LA-REUNION;ELEMENTAIRE;CE1;PRIVE;SOUS CONTRAT;1219
2013;REGION;LA-REUNION;ELEMENTAIRE;CE1;PUBLIC;PUBLIC;14071
2013;REGION;LA-REUNION;ELEMENTAIRE;CE2;PRIVE;SOUS CONTRAT;1184
2013;REGION;LA-REUNION;ELEMENTAIRE;CE2;PUBLIC;PUBLIC;13421
2013;REGION;LA-REUNION;ELEMENTAIRE;CM1;PRIVE;SOUS CONTRAT;1233
2013;REGION;LA-REUNION;ELEMENTAIRE;CM1;PUBLIC;PUBLIC;13391
2013;REGION;LA-REUNION;ELEMENTAIRE;CM2;PRIVE;SOUS CONTRAT;1218
2013;REGION;LA-REUNION;ELEMENTAIRE;CM2;PUBLIC;PUBLIC;13373
2013;REGION;LA-REUNION;ULIS;ULIS;PUBLIC;PUBLIC;1145
2013;REGION;MARTINIQUE;PRE-ELEMENTAIRE;TRES PETITE SECTION;PRIVE;HORS CONTRAT;68
2013;REGION;MARTINIQUE;PRE-ELEMENTAIRE;TRES PETITE SECTION;PRIVE;SOUS CONTRAT;31
2013;REGION;MARTINIQUE;PRE-ELEMENTAIRE;TRES PETITE SECTION;PUBLIC;PUBLIC;960
2013;REGION;MARTINIQUE;PRE-ELEMENTAIRE;PETITE SECTION;PRIVE;HORS CONTRAT;73
2013;REGION;MARTINIQUE;PRE-ELEMENTAIRE;PETITE SECTION;PRIVE;SOUS CONTRAT;222
2013;REGION;MARTINIQUE;PRE-ELEMENTAIRE;PETITE SECTION;PUBLIC;PUBLIC;4312
2013;REGION;MARTINIQUE;PRE-ELEMENTAIRE;MOYENNE SECTION;PRIVE;HORS CONTRAT;70
2013;REGION;MARTINIQUE;PRE-ELEMENTAIRE;MOYENNE SECTION;PRIVE;SOUS CONTRAT;248
2013;REGION;MARTINIQUE;PRE-ELEMENTAIRE;MOYENNE SECTION;PUBLIC;PUBLIC;4491
2013;REGION;MARTINIQUE;PRE-ELEMENTAIRE;GRANDE SECTION;PRIVE;HORS CONTRAT;32
2013;REGION;MARTINIQUE;PRE-ELEMENTAIRE;GRANDE SECTION;PRIVE;SOUS CONTRAT;310
2013;REGION;MARTINIQUE;PRE-ELEMENTAIRE;GRANDE SECTION;PUBLIC;PUBLIC;4603
2013;REGION;MARTINIQUE;ELEMENTAIRE;CP;PRIVE;HORS CONTRAT;7
2013;REGION;MARTINIQUE;ELEMENTAIRE;CP;PRIVE;SOUS CONTRAT;416
2013;REGION;MARTINIQUE;ELEMENTAIRE;CP;PUBLIC;PUBLIC;4625
2013;REGION;MARTINIQUE;ELEMENTAIRE;CE1;PRIVE;HORS CONTRAT;10
2013;REGION;MARTINIQUE;ELEMENTAIRE;CE1;PRIVE;SOUS CONTRAT;421
2013;REGION;MARTINIQUE;ELEMENTAIRE;CE1;PUBLIC;PUBLIC;4810
2013;REGION;MARTINIQUE;ELEMENTAIRE;CE2;PRIVE;HORS CONTRAT;4
2013;REGION;MARTINIQUE;ELEMENTAIRE;CE2;PRIVE;SOUS CONTRAT;467
2013;REGION;MARTINIQUE;ELEMENTAIRE;CE2;PUBLIC;PUBLIC;4536
2013;REGION;MARTINIQUE;ELEMENTAIRE;CM1;PRIVE;HORS CONTRAT;4
2013;REGION;MARTINIQUE;ELEMENTAIRE;CM1;PRIVE;SOUS CONTRAT;466
2013;REGION;MARTINIQUE;ELEMENTAIRE;CM1;PUBLIC;PUBLIC;4493
2013;REGION;MARTINIQUE;ELEMENTAIRE;CM2;PRIVE;HORS CONTRAT;7
2013;REGION;MARTINIQUE;ELEMENTAIRE;CM2;PRIVE;SOUS CONTRAT;476
2013;REGION;MARTINIQUE;ELEMENTAIRE;CM2;PUBLIC;PUBLIC;4725
2013;REGION;MARTINIQUE;ULIS;ULIS;PUBLIC;PUBLIC;347
2013;REGION;MAYOTTE;PRE-ELEMENTAIRE;TRES PETITE SECTION;PRIVE;HORS CONTRAT;136
2013;REGION;MAYOTTE;PRE-ELEMENTAIRE;TRES PETITE SECTION;PUBLIC;PUBLIC;37
2013;REGION;MAYOTTE;PRE-ELEMENTAIRE;PETITE SECTION;PRIVE;HORS CONTRAT;339
2013;REGION;MAYOTTE;PRE-ELEMENTAIRE;PETITE SECTION;PUBLIC;PUBLIC;4346
2013;REGION;MAYOTTE;PRE-ELEMENTAIRE;MOYENNE SECTION;PRIVE;HORS CONTRAT;318
2013;REGION;MAYOTTE;PRE-ELEMENTAIRE;MOYENNE SECTION;PUBLIC;PUBLIC;6112
2013;REGION;MAYOTTE;PRE-ELEMENTAIRE;GRANDE SECTION;PRIVE;HORS CONTRAT;307
2013;REGION;MAYOTTE;PRE-ELEMENTAIRE;GRANDE SECTION;PUBLIC;PUBLIC;6247
2013;REGION;MAYOTTE;ELEMENTAIRE;CP;PRIVE;HORS CONTRAT;333
2013;REGION;MAYOTTE;ELEMENTAIRE;CP;PUBLIC;PUBLIC;6545
2013;REGION;MAYOTTE;ELEMENTAIRE;CE1;PRIVE;HORS CONTRAT;296
2013;REGION;MAYOTTE;ELEMENTAIRE;CE1;PUBLIC;PUBLIC;6627
2013;REGION;MAYOTTE;ELEMENTAIRE;CE2;PRIVE;HORS CONTRAT;261
2013;REGION;MAYOTTE;ELEMENTAIRE;CE2;PUBLIC;PUBLIC;6456
2013;REGION;MAYOTTE;ELEMENTAIRE;CM1;PRIVE;HORS CONTRAT;254
2013;REGION;MAYOTTE;ELEMENTAIRE;CM1;PUBLIC;PUBLIC;6356
2013;REGION;MAYOTTE;ELEMENTAIRE;CM2;PRIVE;HORS CONTRAT;214
2013;REGION;MAYOTTE;ELEMENTAIRE;CM2;PUBLIC;PUBLIC;6914
2013;REGION;MAYOTTE;ULIS;ULIS;PRIVE;HORS CONTRAT;8
2013;REGION;MAYOTTE;ULIS;ULIS;PUBLIC;PUBLIC;426
2013;REGION;NORMANDIE;PRE-ELEMENTAIRE;TRES PETITE SECTION;PRIVE;SOUS CONTRAT;880
2013;REGION;NORMANDIE;PRE-ELEMENTAIRE;TRES PETITE SECTION;PUBLIC;PUBLIC;3560
2013;REGION;NORMANDIE;PRE-ELEMENTAIRE;PETITE SECTION;PRIVE;HORS CONTRAT;6
2013;REGION;NORMANDIE;PRE-ELEMENTAIRE;PETITE SECTION;PRIVE;SOUS CONTRAT;3996
2013;REGION;NORMANDIE;PRE-ELEMENTAIRE;PETITE SECTION;PUBLIC;PUBLIC;36084
2013;REGION;NORMANDIE;PRE-ELEMENTAIRE;MOYENNE SECTION;PRIVE;HORS CONTRAT;5
2013;REGION;NORMANDIE;PRE-ELEMENTAIRE;MOYENNE SECTION;PRIVE;SOUS CONTRAT;4115
2013;REGION;NORMANDIE;PRE-ELEMENTAIRE;MOYENNE SECTION;PUBLIC;PUBLIC;36474
2013;REGION;NORMANDIE;PRE-ELEMENTAIRE;GRANDE SECTION;PRIVE;HORS CONTRAT;3
2013;REGION;NORMANDIE;PRE-ELEMENTAIRE;GRANDE SECTION;PRIVE;SOUS CONTRAT;4211
2013;REGION;NORMANDIE;PRE-ELEMENTAIRE;GRANDE SECTION;PUBLIC;PUBLIC;37060
2013;REGION;NORMANDIE;ELEMENTAIRE;CP;PRIVE;HORS CONTRAT;24
2013;REGION;NORMANDIE;ELEMENTAIRE;CP;PRIVE;SOUS CONTRAT;4794
2013;REGION;NORMANDIE;ELEMENTAIRE;CP;PUBLIC;PUBLIC;36578
2013;REGION;NORMANDIE;ELEMENTAIRE;CE1;PRIVE;HORS CONTRAT;15
2013;REGION;NORMANDIE;ELEMENTAIRE;CE1;PRIVE;SOUS CONTRAT;4834
2013;REGION;NORMANDIE;ELEMENTAIRE;CE1;PUBLIC;PUBLIC;37087
2013;REGION;NORMANDIE;ELEMENTAIRE;CE2;PRIVE;HORS CONTRAT;21
2013;REGION;NORMANDIE;ELEMENTAIRE;CE2;PRIVE;SOUS CONTRAT;5040
2013;REGION;NORMANDIE;ELEMENTAIRE;CE2;PUBLIC;PUBLIC;35632
2013;REGION;NORMANDIE;ELEMENTAIRE;CM1;PRIVE;HORS CONTRAT;20
2013;REGION;NORMANDIE;ELEMENTAIRE;CM1;PRIVE;SOUS CONTRAT;5292
2013;REGION;NORMANDIE;ELEMENTAIRE;CM1;PUBLIC;PUBLIC;35056
2013;REGION;NORMANDIE;ELEMENTAIRE;CM2;PRIVE;HORS CONTRAT;26
2013;REGION;NORMANDIE;ELEMENTAIRE;CM2;PRIVE;SOUS CONTRAT;5356
2013;REGION;NORMANDIE;ELEMENTAIRE;CM2;PUBLIC;PUBLIC;35146
2013;REGION;NORMANDIE;ULIS;ULIS;PRIVE;SOUS CONTRAT;55
2013;REGION;NORMANDIE;ULIS;ULIS;PUBLIC;PUBLIC;2346
2013;REGION;NOUVELLE-AQUITAINE;PRE-ELEMENTAIRE;TRES PETITE SECTION;PRIVE;HORS CONTRAT;52
2013;REGION;NOUVELLE-AQUITAINE;PRE-ELEMENTAIRE;TRES PETITE SECTION;PRIVE;SOUS CONTRAT;1463
2013;REGION;NOUVELLE-AQUITAINE;PRE-ELEMENTAIRE;TRES PETITE SECTION;PUBLIC;PUBLIC;4886
2013;REGION;NOUVELLE-AQUITAINE;PRE-ELEMENTAIRE;PETITE SECTION;PRIVE;HORS CONTRAT;96
2013;REGION;NOUVELLE-AQUITAINE;PRE-ELEMENTAIRE;PETITE SECTION;PRIVE;SOUS CONTRAT;5562
2013;REGION;NOUVELLE-AQUITAINE;PRE-ELEMENTAIRE;PETITE SECTION;PUBLIC;PUBLIC;56153
2013;REGION;NOUVELLE-AQUITAINE;PRE-ELEMENTAIRE;MOYENNE SECTION;PRIVE;HORS CONTRAT;110
2013;REGION;NOUVELLE-AQUITAINE;PRE-ELEMENTAIRE;MOYENNE SECTION;PRIVE;SOUS CONTRAT;5630
2013;REGION;NOUVELLE-AQUITAINE;PRE-ELEMENTAIRE;MOYENNE SECTION;PUBLIC;PUBLIC;57785
2013;REGION;NOUVELLE-AQUITAINE;PRE-ELEMENTAIRE;GRANDE SECTION;PRIVE;HORS CONTRAT;92
2013;REGION;NOUVELLE-AQUITAINE;PRE-ELEMENTAIRE;GRANDE SECTION;PRIVE;SOUS CONTRAT;5941
2013;REGION;NOUVELLE-AQUITAINE;PRE-ELEMENTAIRE;GRANDE SECTION;PUBLIC;PUBLIC;58758
2013;REGION;NOUVELLE-AQUITAINE;ELEMENTAIRE;CP;PRIVE;HORS CONTRAT;102
2013;REGION;NOUVELLE-AQUITAINE;ELEMENTAIRE;CP;PRIVE;SOUS CONTRAT;6481
2013;REGION;NOUVELLE-AQUITAINE;ELEMENTAIRE;CP;PUBLIC;PUBLIC;58621
2013;REGION;NOUVELLE-AQUITAINE;ELEMENTAIRE;CE1;PRIVE;HORS CONTRAT;97
2013;REGION;NOUVELLE-AQUITAINE;ELEMENTAIRE;CE1;PRIVE;SOUS CONTRAT;6703
2013;REGION;NOUVELLE-AQUITAINE;ELEMENTAIRE;CE1;PUBLIC;PUBLIC;60364
2013;REGION;NOUVELLE-AQUITAINE;ELEMENTAIRE;CE2;PRIVE;HORS CONTRAT;112
2013;REGION;NOUVELLE-AQUITAINE;ELEMENTAIRE;CE2;PRIVE;SOUS CONTRAT;6948
2013;REGION;NOUVELLE-AQUITAINE;ELEMENTAIRE;CE2;PUBLIC;PUBLIC;58009
2013;REGION;NOUVELLE-AQUITAINE;ELEMENTAIRE;CM1;PRIVE;HORS CONTRAT;102
2013;REGION;NOUVELLE-AQUITAINE;ELEMENTAIRE;CM1;PRIVE;SOUS CONTRAT;7089
2013;REGION;NOUVELLE-AQUITAINE;ELEMENTAIRE;CM1;PUBLIC;PUBLIC;56505
2013;REGION;NOUVELLE-AQUITAINE;ELEMENTAIRE;CM2;PRIVE;HORS CONTRAT;88
2013;REGION;NOUVELLE-AQUITAINE;ELEMENTAIRE;CM2;PRIVE;SOUS CONTRAT;7429
2013;REGION;NOUVELLE-AQUITAINE;ELEMENTAIRE;CM2;PUBLIC;PUBLIC;56629
2013;REGION;NOUVELLE-AQUITAINE;ULIS;ULIS;PRIVE;HORS CONTRAT;4
2013;REGION;NOUVELLE-AQUITAINE;ULIS;ULIS;PRIVE;SOUS CONTRAT;314
2013;REGION;NOUVELLE-AQUITAINE;ULIS;ULIS;PUBLIC;PUBLIC;3829
2013;REGION;OCCITANIE;PRE-ELEMENTAIRE;TRES PETITE SECTION;PRIVE;HORS CONTRAT;140
2013;REGION;OCCITANIE;PRE-ELEMENTAIRE;TRES PETITE SECTION;PRIVE;SOUS CONTRAT;1841
2013;REGION;OCCITANIE;PRE-ELEMENTAIRE;TRES PETITE SECTION;PUBLIC;PUBLIC;5622
2013;REGION;OCCITANIE;PRE-ELEMENTAIRE;PETITE SECTION;PRIVE;HORS CONTRAT;192
2013;REGION;OCCITANIE;PRE-ELEMENTAIRE;PETITE SECTION;PRIVE;SOUS CONTRAT;6432
2013;REGION;OCCITANIE;PRE-ELEMENTAIRE;PETITE SECTION;PUBLIC;PUBLIC;56745
2013;REGION;OCCITANIE;PRE-ELEMENTAIRE;MOYENNE SECTION;PRIVE;HORS CONTRAT;202
2013;REGION;OCCITANIE;PRE-ELEMENTAIRE;MOYENNE SECTION;PRIVE;SOUS CONTRAT;6684
2013;REGION;OCCITANIE;PRE-ELEMENTAIRE;MOYENNE SECTION;PUBLIC;PUBLIC;58051
2013;REGION;OCCITANIE;PRE-ELEMENTAIRE;GRANDE SECTION;PRIVE;HORS CONTRAT;192
2013;REGION;OCCITANIE;PRE-ELEMENTAIRE;GRANDE SECTION;PRIVE;SOUS CONTRAT;6719
2013;REGION;OCCITANIE;PRE-ELEMENTAIRE;GRANDE SECTION;PUBLIC;PUBLIC;59589
2013;REGION;OCCITANIE;ELEMENTAIRE;CP;PRIVE;HORS CONTRAT;202
2013;REGION;OCCITANIE;ELEMENTAIRE;CP;PRIVE;SOUS CONTRAT;7334
2013;REGION;OCCITANIE;ELEMENTAIRE;CP;PUBLIC;PUBLIC;59361
2013;REGION;OCCITANIE;ELEMENTAIRE;CE1;PRIVE;HORS CONTRAT;183
2013;REGION;OCCITANIE;ELEMENTAIRE;CE1;PRIVE;SOUS CONTRAT;7674
2013;REGION;OCCITANIE;ELEMENTAIRE;CE1;PUBLIC;PUBLIC;60274
2013;REGION;OCCITANIE;ELEMENTAIRE;CE2;PRIVE;HORS CONTRAT;157
2013;REGION;OCCITANIE;ELEMENTAIRE;CE2;PRIVE;SOUS CONTRAT;7547
2013;REGION;OCCITANIE;ELEMENTAIRE;CE2;PUBLIC;PUBLIC;57435
2013;REGION;OCCITANIE;ELEMENTAIRE;CM1;PRIVE;HORS CONTRAT;161
2013;REGION;OCCITANIE;ELEMENTAIRE;CM1;PRIVE;SOUS CONTRAT;7591
2013;REGION;OCCITANIE;ELEMENTAIRE;CM1;PUBLIC;PUBLIC;56359
2013;REGION;OCCITANIE;ELEMENTAIRE;CM2;PRIVE;HORS CONTRAT;160
2013;REGION;OCCITANIE;ELEMENTAIRE;CM2;PRIVE;SOUS CONTRAT;7973
2013;REGION;OCCITANIE;ELEMENTAIRE;CM2;PUBLIC;PUBLIC;56148
2013;REGION;OCCITANIE;ULIS;ULIS;PRIVE;HORS CONTRAT;16
2013;REGION;OCCITANIE;ULIS;ULIS;PRIVE;SOUS CONTRAT;221
2013;REGION;OCCITANIE;ULIS;ULIS;PUBLIC;PUBLIC;3166
2013;REGION;PAYS-DE-LA-LOIRE;PRE-ELEMENTAIRE;TRES PETITE SECTION;PRIVE;HORS CONTRAT;3
2013;REGION;PAYS-DE-LA-LOIRE;PRE-ELEMENTAIRE;TRES PETITE SECTION;PRIVE;SOUS CONTRAT;2414
2013;REGION;PAYS-DE-LA-LOIRE;PRE-ELEMENTAIRE;TRES PETITE SECTION;PUBLIC;PUBLIC;4771
2013;REGION;PAYS-DE-LA-LOIRE;PRE-ELEMENTAIRE;PETITE SECTION;PRIVE;HORS CONTRAT;31
2013;REGION;PAYS-DE-LA-LOIRE;PRE-ELEMENTAIRE;PETITE SECTION;PRIVE;SOUS CONTRAT;15652
2013;REGION;PAYS-DE-LA-LOIRE;PRE-ELEMENTAIRE;PETITE SECTION;PUBLIC;PUBLIC;31042
2013;REGION;PAYS-DE-LA-LOIRE;PRE-ELEMENTAIRE;MOYENNE SECTION;PRIVE;HORS CONTRAT;33
2013;REGION;PAYS-DE-LA-LOIRE;PRE-ELEMENTAIRE;MOYENNE SECTION;PRIVE;SOUS CONTRAT;15901
2013;REGION;PAYS-DE-LA-LOIRE;PRE-ELEMENTAIRE;MOYENNE SECTION;PUBLIC;PUBLIC;31376
2013;REGION;PAYS-DE-LA-LOIRE;PRE-ELEMENTAIRE;GRANDE SECTION;PRIVE;HORS CONTRAT;86
2013;REGION;PAYS-DE-LA-LOIRE;PRE-ELEMENTAIRE;GRANDE SECTION;PRIVE;SOUS CONTRAT;16099
2013;REGION;PAYS-DE-LA-LOIRE;PRE-ELEMENTAIRE;GRANDE SECTION;PUBLIC;PUBLIC;31879
2013;REGION;PAYS-DE-LA-LOIRE;ELEMENTAIRE;CP;PRIVE;HORS CONTRAT;123
2013;REGION;PAYS-DE-LA-LOIRE;ELEMENTAIRE;CP;PRIVE;SOUS CONTRAT;16688
2013;REGION;PAYS-DE-LA-LOIRE;ELEMENTAIRE;CP;PUBLIC;PUBLIC;32072
2013;REGION;PAYS-DE-LA-LOIRE;ELEMENTAIRE;CE1;PRIVE;HORS CONTRAT;114
2013;REGION;PAYS-DE-LA-LOIRE;ELEMENTAIRE;CE1;PRIVE;SOUS CONTRAT;17436
2013;REGION;PAYS-DE-LA-LOIRE;ELEMENTAIRE;CE1;PUBLIC;PUBLIC;32557
2013;REGION;PAYS-DE-LA-LOIRE;ELEMENTAIRE;CE2;PRIVE;HORS CONTRAT;126
2013;REGION;PAYS-DE-LA-LOIRE;ELEMENTAIRE;CE2;PRIVE;SOUS CONTRAT;17065
2013;REGION;PAYS-DE-LA-LOIRE;ELEMENTAIRE;CE2;PUBLIC;PUBLIC;31058
2013;REGION;PAYS-DE-LA-LOIRE;ELEMENTAIRE;CM1;PRIVE;HORS CONTRAT;125
2013;REGION;PAYS-DE-LA-LOIRE;ELEMENTAIRE;CM1;PRIVE;SOUS CONTRAT;16877
2013;REGION;PAYS-DE-LA-LOIRE;ELEMENTAIRE;CM1;PUBLIC;PUBLIC;30289
2013;REGION;PAYS-DE-LA-LOIRE;ELEMENTAIRE;CM2;PRIVE;HORS CONTRAT;122
2013;REGION;PAYS-DE-LA-LOIRE;ELEMENTAIRE;CM2;PRIVE;SOUS CONTRAT;17049
2013;REGION;PAYS-DE-LA-LOIRE;ELEMENTAIRE;CM2;PUBLIC;PUBLIC;30126
2013;REGION;PAYS-DE-LA-LOIRE;ULIS;ULIS;PRIVE;HORS CONTRAT;6
2013;REGION;PAYS-DE-LA-LOIRE;ULIS;ULIS;PRIVE;SOUS CONTRAT;464
2013;REGION;PAYS-DE-LA-LOIRE;ULIS;ULIS;PUBLIC;PUBLIC;1894
