RENTREE SCOLAIRE;NIVEAU GEOGRAPHIQUE;LIBELLE GEOGRAPHIQUE;NIVEAU D'ENSEIGNEMENT;CLASSE;SECTEUR D'ENSEIGNEMENT;CONTRAT DE L'ETABLISSEMENT;NOMBRE D'ELEVES
2015;DEPARTEMENT;VOSGES;PRE-ELEMENTAIRE;PETITE SECTION;PUBLIC;PUBLIC;3395
2015;DEPARTEMENT;VOSGES;PRE-ELEMENTAIRE;MOYENNE SECTION;PRIVE;HORS CONTRAT;4
2015;DEPARTEMENT;VOSGES;PRE-ELEMENTAIRE;MOYENNE SECTION;PRIVE;SOUS CONTRAT;237
2015;DEPARTEMENT;VOSGES;PRE-ELEMENTAIRE;MOYENNE SECTION;PUBLIC;PUBLIC;3618
2015;DEPARTEMENT;VOSGES;PRE-ELEMENTAIRE;GRANDE SECTION;PRIVE;HORS CONTRAT;6
2015;DEPARTEMENT;VOSGES;PRE-ELEMENTAIRE;GRANDE SECTION;PRIVE;SOUS CONTRAT;254
2015;DEPARTEMENT;VOSGES;PRE-ELEMENTAIRE;GRANDE SECTION;PUBLIC;PUBLIC;3828
2015;DEPARTEMENT;VOSGES;ELEMENTAIRE;CP;PRIVE;HORS CONTRAT;9
2015;DEPARTEMENT;VOSGES;ELEMENTAIRE;CP;PRIVE;SOUS CONTRAT;284
2015;DEPARTEMENT;VOSGES;ELEMENTAIRE;CP;PUBLIC;PUBLIC;3993
2015;DEPARTEMENT;VOSGES;ELEMENTAIRE;CE1;PRIVE;HORS CONTRAT;6
2015;DEPARTEMENT;VOSGES;ELEMENTAIRE;CE1;PRIVE;SOUS CONTRAT;320
2015;DEPARTEMENT;VOSGES;ELEMENTAIRE;CE1;PUBLIC;PUBLIC;3949
2015;DEPARTEMENT;VOSGES;ELEMENTAIRE;CE2;PRIVE;HORS CONTRAT;2
2015;DEPARTEMENT;VOSGES;ELEMENTAIRE;CE2;PRIVE;SOUS CONTRAT;325
2015;DEPARTEMENT;VOSGES;ELEMENTAIRE;CE2;PUBLIC;PUBLIC;3977
2015;DEPARTEMENT;VOSGES;ELEMENTAIRE;CM1;PRIVE;HORS CONTRAT;10
2015;DEPARTEMENT;VOSGES;ELEMENTAIRE;CM1;PRIVE;SOUS CONTRAT;363
2015;DEPARTEMENT;VOSGES;ELEMENTAIRE;CM1;PUBLIC;PUBLIC;3991
2015;DEPARTEMENT;VOSGES;ELEMENTAIRE;CM2;PRIVE;HORS CONTRAT;13
2015;DEPARTEMENT;VOSGES;ELEMENTAIRE;CM2;PRIVE;SOUS CONTRAT;338
2015;DEPARTEMENT;VOSGES;ELEMENTAIRE;CM2;PUBLIC;PUBLIC;3908
2015;DEPARTEMENT;VOSGES;ULIS;ULIS;PRIVE;SOUS CONTRAT;16
2015;DEPARTEMENT;VOSGES;ULIS;ULIS;PUBLIC;PUBLIC;377
2015;DEPARTEMENT;YONNE;PRE-ELEMENTAIRE;TRES PETITE SECTION;PRIVE;SOUS CONTRAT;51
2015;DEPARTEMENT;YONNE;PRE-ELEMENTAIRE;TRES PETITE SECTION;PUBLIC;PUBLIC;332
2015;DEPARTEMENT;YONNE;PRE-ELEMENTAIRE;PETITE SECTION;PRIVE;SOUS CONTRAT;290
2015;DEPARTEMENT;YONNE;PRE-ELEMENTAIRE;PETITE SECTION;PUBLIC;PUBLIC;3423
2015;DEPARTEMENT;YONNE;PRE-ELEMENTAIRE;MOYENNE SECTION;PRIVE;HORS CONTRAT;3
2015;DEPARTEMENT;YONNE;PRE-ELEMENTAIRE;MOYENNE SECTION;PRIVE;SOUS CONTRAT;251
2015;DEPARTEMENT;YONNE;PRE-ELEMENTAIRE;MOYENNE SECTION;PUBLIC;PUBLIC;3569
2015;DEPARTEMENT;YONNE;PRE-ELEMENTAIRE;GRANDE SECTION;PRIVE;HORS CONTRAT;3
2015;DEPARTEMENT;YONNE;PRE-ELEMENTAIRE;GRANDE SECTION;PRIVE;SOUS CONTRAT;267
2015;DEPARTEMENT;YONNE;PRE-ELEMENTAIRE;GRANDE SECTION;PUBLIC;PUBLIC;3752
2015;DEPARTEMENT;YONNE;ELEMENTAIRE;CP;PRIVE;HORS CONTRAT;4
2015;DEPARTEMENT;YONNE;ELEMENTAIRE;CP;PRIVE;SOUS CONTRAT;338
2015;DEPARTEMENT;YONNE;ELEMENTAIRE;CP;PUBLIC;PUBLIC;3809
2015;DEPARTEMENT;YONNE;ELEMENTAIRE;CE1;PRIVE;HORS CONTRAT;2
2015;DEPARTEMENT;YONNE;ELEMENTAIRE;CE1;PRIVE;SOUS CONTRAT;325
2015;DEPARTEMENT;YONNE;ELEMENTAIRE;CE1;PUBLIC;PUBLIC;3913
2015;DEPARTEMENT;YONNE;ELEMENTAIRE;CE2;PRIVE;HORS CONTRAT;3
2015;DEPARTEMENT;YONNE;ELEMENTAIRE;CE2;PRIVE;SOUS CONTRAT;343
2015;DEPARTEMENT;YONNE;ELEMENTAIRE;CE2;PUBLIC;PUBLIC;3753
2015;DEPARTEMENT;YONNE;ELEMENTAIRE;CM1;PRIVE;HORS CONTRAT;3
2015;DEPARTEMENT;YONNE;ELEMENTAIRE;CM1;PRIVE;SOUS CONTRAT;375
2015;DEPARTEMENT;YONNE;ELEMENTAIRE;CM1;PUBLIC;PUBLIC;3677
2015;DEPARTEMENT;YONNE;ELEMENTAIRE;CM2;PRIVE;HORS CONTRAT;1
2015;DEPARTEMENT;YONNE;ELEMENTAIRE;CM2;PRIVE;SOUS CONTRAT;325
2015;DEPARTEMENT;YONNE;ELEMENTAIRE;CM2;PUBLIC;PUBLIC;3838
2015;DEPARTEMENT;YONNE;ULIS;ULIS;PRIVE;SOUS CONTRAT;13
2015;DEPARTEMENT;YONNE;ULIS;ULIS;PUBLIC;PUBLIC;221
2015;DEPARTEMENT;YVELINES;PRE-ELEMENTAIRE;TRES PETITE SECTION;PRIVE;HORS CONTRAT;114
2015;DEPARTEMENT;YVELINES;PRE-ELEMENTAIRE;TRES PETITE SECTION;PRIVE;SOUS CONTRAT;33
2015;DEPARTEMENT;YVELINES;PRE-ELEMENTAIRE;TRES PETITE SECTION;PUBLIC;PUBLIC;977
2015;DEPARTEMENT;YVELINES;PRE-ELEMENTAIRE;PETITE SECTION;PRIVE;HORS CONTRAT;190
2015;DEPARTEMENT;YVELINES;PRE-ELEMENTAIRE;PETITE SECTION;PRIVE;SOUS CONTRAT;1158
2015;DEPARTEMENT;YVELINES;PRE-ELEMENTAIRE;PETITE SECTION;PUBLIC;PUBLIC;18383
2015;DEPARTEMENT;YVELINES;PRE-ELEMENTAIRE;MOYENNE SECTION;PRIVE;HORS CONTRAT;270
2015;DEPARTEMENT;YVELINES;PRE-ELEMENTAIRE;MOYENNE SECTION;PRIVE;SOUS CONTRAT;1216
2015;DEPARTEMENT;YVELINES;PRE-ELEMENTAIRE;MOYENNE SECTION;PUBLIC;PUBLIC;18756
2015;DEPARTEMENT;YVELINES;PRE-ELEMENTAIRE;GRANDE SECTION;PRIVE;HORS CONTRAT;232
2015;DEPARTEMENT;YVELINES;PRE-ELEMENTAIRE;GRANDE SECTION;PRIVE;SOUS CONTRAT;1341
2015;DEPARTEMENT;YVELINES;PRE-ELEMENTAIRE;GRANDE SECTION;PUBLIC;PUBLIC;19282
2015;DEPARTEMENT;YVELINES;ELEMENTAIRE;CP;PRIVE;HORS CONTRAT;325
2015;DEPARTEMENT;YVELINES;ELEMENTAIRE;CP;PRIVE;SOUS CONTRAT;1789
2015;DEPARTEMENT;YVELINES;ELEMENTAIRE;CP;PUBLIC;PUBLIC;18848
2015;DEPARTEMENT;YVELINES;ELEMENTAIRE;CE1;PRIVE;HORS CONTRAT;288
2015;DEPARTEMENT;YVELINES;ELEMENTAIRE;CE1;PRIVE;SOUS CONTRAT;1891
2015;DEPARTEMENT;YVELINES;ELEMENTAIRE;CE1;PUBLIC;PUBLIC;18338
2015;DEPARTEMENT;YVELINES;ELEMENTAIRE;CE2;PRIVE;HORS CONTRAT;291
2015;DEPARTEMENT;YVELINES;ELEMENTAIRE;CE2;PRIVE;SOUS CONTRAT;2034
2015;DEPARTEMENT;YVELINES;ELEMENTAIRE;CE2;PUBLIC;PUBLIC;17987
2015;DEPARTEMENT;YVELINES;ELEMENTAIRE;CM1;PRIVE;HORS CONTRAT;273
2015;DEPARTEMENT;YVELINES;ELEMENTAIRE;CM1;PRIVE;SOUS CONTRAT;2165
2015;DEPARTEMENT;YVELINES;ELEMENTAIRE;CM1;PUBLIC;PUBLIC;18167
2015;DEPARTEMENT;YVELINES;ELEMENTAIRE;CM2;PRIVE;HORS CONTRAT;231
2015;DEPARTEMENT;YVELINES;ELEMENTAIRE;CM2;PRIVE;SOUS CONTRAT;2294
2015;DEPARTEMENT;YVELINES;ELEMENTAIRE;CM2;PUBLIC;PUBLIC;17690
2015;DEPARTEMENT;YVELINES;ULIS;ULIS;PRIVE;SOUS CONTRAT;59
2015;DEPARTEMENT;YVELINES;ULIS;ULIS;PUBLIC;PUBLIC;732
2016;FRANCE;FRANCE;PRE-ELEMENTAIRE;TRES PETITE SECTION;PRIVE;HORS CONTRAT;1822
2016;FRANCE;FRANCE;PRE-ELEMENTAIRE;TRES PETITE SECTION;PRIVE;SOUS CONTRAT;18571
2016;FRANCE;FRANCE;PRE-ELEMENTAIRE;TRES PETITE SECTION;PUBLIC;PUBLIC;76163
2016;FRANCE;FRANCE;PRE-ELEMENTAIRE;PETITE SECTION;PRIVE;HORS CONTRAT;4051
2016;FRANCE;FRANCE;PRE-ELEMENTAIRE;PETITE SECTION;PRIVE;SOUS CONTRAT;93858
2016;FRANCE;FRANCE;PRE-ELEMENTAIRE;PETITE SECTION;PUBLIC;PUBLIC;690356
2016;FRANCE;FRANCE;PRE-ELEMENTAIRE;MOYENNE SECTION;PRIVE;HORS CONTRAT;4193
2016;FRANCE;FRANCE;PRE-ELEMENTAIRE;MOYENNE SECTION;PRIVE;SOUS CONTRAT;97126
2016;FRANCE;FRANCE;PRE-ELEMENTAIRE;MOYENNE SECTION;PUBLIC;PUBLIC;718492
2016;FRANCE;FRANCE;PRE-ELEMENTAIRE;GRANDE SECTION;PRIVE;HORS CONTRAT;3923
2016;FRANCE;FRANCE;PRE-ELEMENTAIRE;GRANDE SECTION;PRIVE;SOUS CONTRAT;99102
2016;FRANCE;FRANCE;PRE-ELEMENTAIRE;GRANDE SECTION;PUBLIC;PUBLIC;731797
2016;FRANCE;FRANCE;ELEMENTAIRE;CP;PRIVE;HORS CONTRAT;4479
2016;FRANCE;FRANCE;ELEMENTAIRE;CP;PRIVE;SOUS CONTRAT;112474
2016;FRANCE;FRANCE;ELEMENTAIRE;CP;PUBLIC;PUBLIC;734998
2016;FRANCE;FRANCE;ELEMENTAIRE;CE1;PRIVE;HORS CONTRAT;4312
2016;FRANCE;FRANCE;ELEMENTAIRE;CE1;PRIVE;SOUS CONTRAT;114455
2016;FRANCE;FRANCE;ELEMENTAIRE;CE1;PUBLIC;PUBLIC;725372
2016;FRANCE;FRANCE;ELEMENTAIRE;CE2;PRIVE;HORS CONTRAT;4034
2016;FRANCE;FRANCE;ELEMENTAIRE;CE2;PRIVE;SOUS CONTRAT;117638
2016;FRANCE;FRANCE;ELEMENTAIRE;CE2;PUBLIC;PUBLIC;726836
2016;FRANCE;FRANCE;ELEMENTAIRE;CM1;PRIVE;HORS CONTRAT;3855
2016;FRANCE;FRANCE;ELEMENTAIRE;CM1;PRIVE;SOUS CONTRAT;119383
2016;FRANCE;FRANCE;ELEMENTAIRE;CM1;PUBLIC;PUBLIC;711555
2016;FRANCE;FRANCE;ELEMENTAIRE;CM2;PRIVE;HORS CONTRAT;3402
2016;FRANCE;FRANCE;ELEMENTAIRE;CM2;PRIVE;SOUS CONTRAT;123705
2016;FRANCE;FRANCE;ELEMENTAIRE;CM2;PUBLIC;PUBLIC;711030
2016;FRANCE;FRANCE;ULIS;ULIS;PRIVE;HORS CONTRAT;24
2016;FRANCE;FRANCE;ULIS;ULIS;PRIVE;SOUS CONTRAT;3212
2016;FRANCE;FRANCE;ULIS;ULIS;PUBLIC;PUBLIC;46206
2016;REGION;AUVERGNE-ET-RHONE-ALPES;PRE-ELEMENTAIRE;TRES PETITE SECTION;PRIVE;HORS CONTRAT;179
2016;REGION;AUVERGNE-ET-RHONE-ALPES;PRE-ELEMENTAIRE;TRES PETITE SECTION;PRIVE;SOUS CONTRAT;2361
2016;REGION;AUVERGNE-ET-RHONE-ALPES;PRE-ELEMENTAIRE;TRES PETITE SECTION;PUBLIC;PUBLIC;8720
2016;REGION;AUVERGNE-ET-RHONE-ALPES;PRE-ELEMENTAIRE;PETITE SECTION;PRIVE;HORS CONTRAT;481
2016;REGION;AUVERGNE-ET-RHONE-ALPES;PRE-ELEMENTAIRE;PETITE SECTION;PRIVE;SOUS CONTRAT;12504
2016;REGION;AUVERGNE-ET-RHONE-ALPES;PRE-ELEMENTAIRE;PETITE SECTION;PUBLIC;PUBLIC;82492
2016;REGION;AUVERGNE-ET-RHONE-ALPES;PRE-ELEMENTAIRE;MOYENNE SECTION;PRIVE;HORS CONTRAT;483
2016;REGION;AUVERGNE-ET-RHONE-ALPES;PRE-ELEMENTAIRE;MOYENNE SECTION;PRIVE;SOUS CONTRAT;13019
2016;REGION;AUVERGNE-ET-RHONE-ALPES;PRE-ELEMENTAIRE;MOYENNE SECTION;PUBLIC;PUBLIC;85566
2016;REGION;AUVERGNE-ET-RHONE-ALPES;PRE-ELEMENTAIRE;GRANDE SECTION;PRIVE;HORS CONTRAT;519
2016;REGION;AUVERGNE-ET-RHONE-ALPES;PRE-ELEMENTAIRE;GRANDE SECTION;PRIVE;SOUS CONTRAT;13044
2016;REGION;AUVERGNE-ET-RHONE-ALPES;PRE-ELEMENTAIRE;GRANDE SECTION;PUBLIC;PUBLIC;86159
2016;REGION;AUVERGNE-ET-RHONE-ALPES;ELEMENTAIRE;CP;PRIVE;HORS CONTRAT;551
2016;REGION;AUVERGNE-ET-RHONE-ALPES;ELEMENTAIRE;CP;PRIVE;SOUS CONTRAT;14486
2016;REGION;AUVERGNE-ET-RHONE-ALPES;ELEMENTAIRE;CP;PUBLIC;PUBLIC;87178
2016;REGION;AUVERGNE-ET-RHONE-ALPES;ELEMENTAIRE;CE1;PRIVE;HORS CONTRAT;568
2016;REGION;AUVERGNE-ET-RHONE-ALPES;ELEMENTAIRE;CE1;PRIVE;SOUS CONTRAT;14716
2016;REGION;AUVERGNE-ET-RHONE-ALPES;ELEMENTAIRE;CE1;PUBLIC;PUBLIC;85399
2016;REGION;AUVERGNE-ET-RHONE-ALPES;ELEMENTAIRE;CE2;PRIVE;HORS CONTRAT;508
2016;REGION;AUVERGNE-ET-RHONE-ALPES;ELEMENTAIRE;CE2;PRIVE;SOUS CONTRAT;15141
2016;REGION;AUVERGNE-ET-RHONE-ALPES;ELEMENTAIRE;CE2;PUBLIC;PUBLIC;85266
2016;REGION;AUVERGNE-ET-RHONE-ALPES;ELEMENTAIRE;CM1;PRIVE;HORS CONTRAT;484
2016;REGION;AUVERGNE-ET-RHONE-ALPES;ELEMENTAIRE;CM1;PRIVE;SOUS CONTRAT;15340
2016;REGION;AUVERGNE-ET-RHONE-ALPES;ELEMENTAIRE;CM1;PUBLIC;PUBLIC;83468
2016;REGION;AUVERGNE-ET-RHONE-ALPES;ELEMENTAIRE;CM2;PRIVE;HORS CONTRAT;419
2016;REGION;AUVERGNE-ET-RHONE-ALPES;ELEMENTAIRE;CM2;PRIVE;SOUS CONTRAT;16097
2016;REGION;AUVERGNE-ET-RHONE-ALPES;ELEMENTAIRE;CM2;PUBLIC;PUBLIC;83237
2016;REGION;AUVERGNE-ET-RHONE-ALPES;ULIS;ULIS;PRIVE;SOUS CONTRAT;394
2016;REGION;AUVERGNE-ET-RHONE-ALPES;ULIS;ULIS;PUBLIC;PUBLIC;5723
2016;REGION;BOURGOGNE-ET-FRANCHE-COMTE;PRE-ELEMENTAIRE;TRES PETITE SECTION;PRIVE;HORS CONTRAT;4
2016;REGION;BOURGOGNE-ET-FRANCHE-COMTE;PRE-ELEMENTAIRE;TRES PETITE SECTION;PRIVE;SOUS CONTRAT;516
2016;REGION;BOURGOGNE-ET-FRANCHE-COMTE;PRE-ELEMENTAIRE;TRES PETITE SECTION;PUBLIC;PUBLIC;3591
2016;REGION;BOURGOGNE-ET-FRANCHE-COMTE;PRE-ELEMENTAIRE;PETITE SECTION;PRIVE;HORS CONTRAT;35
2016;REGION;BOURGOGNE-ET-FRANCHE-COMTE;PRE-ELEMENTAIRE;PETITE SECTION;PRIVE;SOUS CONTRAT;2315
2016;REGION;BOURGOGNE-ET-FRANCHE-COMTE;PRE-ELEMENTAIRE;PETITE SECTION;PUBLIC;PUBLIC;27643
2016;REGION;BOURGOGNE-ET-FRANCHE-COMTE;PRE-ELEMENTAIRE;MOYENNE SECTION;PRIVE;HORS CONTRAT;47
2016;REGION;BOURGOGNE-ET-FRANCHE-COMTE;PRE-ELEMENTAIRE;MOYENNE SECTION;PRIVE;SOUS CONTRAT;2375
2016;REGION;BOURGOGNE-ET-FRANCHE-COMTE;PRE-ELEMENTAIRE;MOYENNE SECTION;PUBLIC;PUBLIC;28908
2016;REGION;BOURGOGNE-ET-FRANCHE-COMTE;PRE-ELEMENTAIRE;GRANDE SECTION;PRIVE;HORS CONTRAT;45
2016;REGION;BOURGOGNE-ET-FRANCHE-COMTE;PRE-ELEMENTAIRE;GRANDE SECTION;PRIVE;SOUS CONTRAT;2319
2016;REGION;BOURGOGNE-ET-FRANCHE-COMTE;PRE-ELEMENTAIRE;GRANDE SECTION;PUBLIC;PUBLIC;29750
2016;REGION;BOURGOGNE-ET-FRANCHE-COMTE;ELEMENTAIRE;CP;PRIVE;HORS CONTRAT;51
2016;REGION;BOURGOGNE-ET-FRANCHE-COMTE;ELEMENTAIRE;CP;PRIVE;SOUS CONTRAT;2758
2016;REGION;BOURGOGNE-ET-FRANCHE-COMTE;ELEMENTAIRE;CP;PUBLIC;PUBLIC;30282
2016;REGION;BOURGOGNE-ET-FRANCHE-COMTE;ELEMENTAIRE;CE1;PRIVE;HORS CONTRAT;60
2016;REGION;BOURGOGNE-ET-FRANCHE-COMTE;ELEMENTAIRE;CE1;PRIVE;SOUS CONTRAT;2882
2016;REGION;BOURGOGNE-ET-FRANCHE-COMTE;ELEMENTAIRE;CE1;PUBLIC;PUBLIC;29637
2016;REGION;BOURGOGNE-ET-FRANCHE-COMTE;ELEMENTAIRE;CE2;PRIVE;HORS CONTRAT;62
2016;REGION;BOURGOGNE-ET-FRANCHE-COMTE;ELEMENTAIRE;CE2;PRIVE;SOUS CONTRAT;3001
2016;REGION;BOURGOGNE-ET-FRANCHE-COMTE;ELEMENTAIRE;CE2;PUBLIC;PUBLIC;30037
2016;REGION;BOURGOGNE-ET-FRANCHE-COMTE;ELEMENTAIRE;CM1;PRIVE;HORS CONTRAT;55
2016;REGION;BOURGOGNE-ET-FRANCHE-COMTE;ELEMENTAIRE;CM1;PRIVE;SOUS CONTRAT;3190
2016;REGION;BOURGOGNE-ET-FRANCHE-COMTE;ELEMENTAIRE;CM1;PUBLIC;PUBLIC;29487
2016;REGION;BOURGOGNE-ET-FRANCHE-COMTE;ELEMENTAIRE;CM2;PRIVE;HORS CONTRAT;44
2016;REGION;BOURGOGNE-ET-FRANCHE-COMTE;ELEMENTAIRE;CM2;PRIVE;SOUS CONTRAT;3245
2016;REGION;BOURGOGNE-ET-FRANCHE-COMTE;ELEMENTAIRE;CM2;PUBLIC;PUBLIC;29790
2016;REGION;BOURGOGNE-ET-FRANCHE-COMTE;ULIS;ULIS;PRIVE;SOUS CONTRAT;71
2016;REGION;BOURGOGNE-ET-FRANCHE-COMTE;ULIS;ULIS;PUBLIC;PUBLIC;2376
2016;REGION;BRETAGNE;PRE-ELEMENTAIRE;TRES PETITE SECTION;PRIVE;HORS CONTRAT;17
2016;REGION;BRETAGNE;PRE-ELEMENTAIRE;TRES PETITE SECTION;PRIVE;SOUS CONTRAT;4580
2016;REGION;BRETAGNE;PRE-ELEMENTAIRE;TRES PETITE SECTION;PUBLIC;PUBLIC;6570
2016;REGION;BRETAGNE;PRE-ELEMENTAIRE;PETITE SECTION;PRIVE;HORS CONTRAT;40
2016;REGION;BRETAGNE;PRE-ELEMENTAIRE;PETITE SECTION;PRIVE;SOUS CONTRAT;13636
2016;REGION;BRETAGNE;PRE-ELEMENTAIRE;PETITE SECTION;PUBLIC;PUBLIC;22234
2016;REGION;BRETAGNE;PRE-ELEMENTAIRE;MOYENNE SECTION;PRIVE;HORS CONTRAT;61
2016;REGION;BRETAGNE;PRE-ELEMENTAIRE;MOYENNE SECTION;PRIVE;SOUS CONTRAT;14242
2016;REGION;BRETAGNE;PRE-ELEMENTAIRE;MOYENNE SECTION;PUBLIC;PUBLIC;23761
2016;REGION;BRETAGNE;PRE-ELEMENTAIRE;GRANDE SECTION;PRIVE;HORS CONTRAT;71
2016;REGION;BRETAGNE;PRE-ELEMENTAIRE;GRANDE SECTION;PRIVE;SOUS CONTRAT;14567
2016;REGION;BRETAGNE;PRE-ELEMENTAIRE;GRANDE SECTION;PUBLIC;PUBLIC;24264
2016;REGION;BRETAGNE;ELEMENTAIRE;CP;PRIVE;HORS CONTRAT;98
2016;REGION;BRETAGNE;ELEMENTAIRE;CP;PRIVE;SOUS CONTRAT;15103
2016;REGION;BRETAGNE;ELEMENTAIRE;CP;PUBLIC;PUBLIC;24718
2016;REGION;BRETAGNE;ELEMENTAIRE;CE1;PRIVE;HORS CONTRAT;91
2016;REGION;BRETAGNE;ELEMENTAIRE;CE1;PRIVE;SOUS CONTRAT;15289
2016;REGION;BRETAGNE;ELEMENTAIRE;CE1;PUBLIC;PUBLIC;24855
2016;REGION;BRETAGNE;ELEMENTAIRE;CE2;PRIVE;HORS CONTRAT;94
2016;REGION;BRETAGNE;ELEMENTAIRE;CE2;PRIVE;SOUS CONTRAT;15911
2016;REGION;BRETAGNE;ELEMENTAIRE;CE2;PUBLIC;PUBLIC;25033
2016;REGION;BRETAGNE;ELEMENTAIRE;CM1;PRIVE;HORS CONTRAT;92
2016;REGION;BRETAGNE;ELEMENTAIRE;CM1;PRIVE;SOUS CONTRAT;15869
2016;REGION;BRETAGNE;ELEMENTAIRE;CM1;PUBLIC;PUBLIC;24361
2016;REGION;BRETAGNE;ELEMENTAIRE;CM2;PRIVE;HORS CONTRAT;77
2016;REGION;BRETAGNE;ELEMENTAIRE;CM2;PRIVE;SOUS CONTRAT;16320
2016;REGION;BRETAGNE;ELEMENTAIRE;CM2;PUBLIC;PUBLIC;24876
2016;REGION;BRETAGNE;ULIS;ULIS;PRIVE;SOUS CONTRAT;452
2016;REGION;BRETAGNE;ULIS;ULIS;PUBLIC;PUBLIC;1362
2016;REGION;CENTRE-VAL-DE-LOIRE;PRE-ELEMENTAIRE;TRES PETITE SECTION;PRIVE;HORS CONTRAT;1
2016;REGION;CENTRE-VAL-DE-LOIRE;PRE-ELEMENTAIRE;TRES PETITE SECTION;PRIVE;SOUS CONTRAT;494
2016;REGION;CENTRE-VAL-DE-LOIRE;PRE-ELEMENTAIRE;TRES PETITE SECTION;PUBLIC;PUBLIC;1967
2016;REGION;CENTRE-VAL-DE-LOIRE;PRE-ELEMENTAIRE;PETITE SECTION;PRIVE;HORS CONTRAT;28
2016;REGION;CENTRE-VAL-DE-LOIRE;PRE-ELEMENTAIRE;PETITE SECTION;PRIVE;SOUS CONTRAT;2388
2016;REGION;CENTRE-VAL-DE-LOIRE;PRE-ELEMENTAIRE;PETITE SECTION;PUBLIC;PUBLIC;26535
2016;REGION;CENTRE-VAL-DE-LOIRE;PRE-ELEMENTAIRE;MOYENNE SECTION;PRIVE;HORS CONTRAT;45
2016;REGION;CENTRE-VAL-DE-LOIRE;PRE-ELEMENTAIRE;MOYENNE SECTION;PRIVE;SOUS CONTRAT;2447
2016;REGION;CENTRE-VAL-DE-LOIRE;PRE-ELEMENTAIRE;MOYENNE SECTION;PUBLIC;PUBLIC;28083
2016;REGION;CENTRE-VAL-DE-LOIRE;PRE-ELEMENTAIRE;GRANDE SECTION;PRIVE;HORS CONTRAT;57
2016;REGION;CENTRE-VAL-DE-LOIRE;PRE-ELEMENTAIRE;GRANDE SECTION;PRIVE;SOUS CONTRAT;2517
2016;REGION;CENTRE-VAL-DE-LOIRE;PRE-ELEMENTAIRE;GRANDE SECTION;PUBLIC;PUBLIC;28568
2016;REGION;CENTRE-VAL-DE-LOIRE;ELEMENTAIRE;CP;PRIVE;HORS CONTRAT;64
2016;REGION;CENTRE-VAL-DE-LOIRE;ELEMENTAIRE;CP;PRIVE;SOUS CONTRAT;2859
2016;REGION;CENTRE-VAL-DE-LOIRE;ELEMENTAIRE;CP;PUBLIC;PUBLIC;29295
2016;REGION;CENTRE-VAL-DE-LOIRE;ELEMENTAIRE;CE1;PRIVE;HORS CONTRAT;66
2016;REGION;CENTRE-VAL-DE-LOIRE;ELEMENTAIRE;CE1;PRIVE;SOUS CONTRAT;2989
2016;REGION;CENTRE-VAL-DE-LOIRE;ELEMENTAIRE;CE1;PUBLIC;PUBLIC;28579
2016;REGION;CENTRE-VAL-DE-LOIRE;ELEMENTAIRE;CE2;PRIVE;HORS CONTRAT;67
2016;REGION;CENTRE-VAL-DE-LOIRE;ELEMENTAIRE;CE2;PRIVE;SOUS CONTRAT;3083
2016;REGION;CENTRE-VAL-DE-LOIRE;ELEMENTAIRE;CE2;PUBLIC;PUBLIC;28995
2016;REGION;CENTRE-VAL-DE-LOIRE;ELEMENTAIRE;CM1;PRIVE;HORS CONTRAT;61
2016;REGION;CENTRE-VAL-DE-LOIRE;ELEMENTAIRE;CM1;PRIVE;SOUS CONTRAT;3063
2016;REGION;CENTRE-VAL-DE-LOIRE;ELEMENTAIRE;CM1;PUBLIC;PUBLIC;28073
2016;REGION;CENTRE-VAL-DE-LOIRE;ELEMENTAIRE;CM2;PRIVE;HORS CONTRAT;45
2016;REGION;CENTRE-VAL-DE-LOIRE;ELEMENTAIRE;CM2;PRIVE;SOUS CONTRAT;3357
2016;REGION;CENTRE-VAL-DE-LOIRE;ELEMENTAIRE;CM2;PUBLIC;PUBLIC;28390
2016;REGION;CENTRE-VAL-DE-LOIRE;ULIS;ULIS;PRIVE;SOUS CONTRAT;79
2016;REGION;CENTRE-VAL-DE-LOIRE;ULIS;ULIS;PUBLIC;PUBLIC;2054
2016;REGION;CORSE;PRE-ELEMENTAIRE;TRES PETITE SECTION;PRIVE;SOUS CONTRAT;20
2016;REGION;CORSE;PRE-ELEMENTAIRE;TRES PETITE SECTION;PUBLIC;PUBLIC;248
2016;REGION;CORSE;PRE-ELEMENTAIRE;PETITE SECTION;PRIVE;SOUS CONTRAT;128
2016;REGION;CORSE;PRE-ELEMENTAIRE;PETITE SECTION;PUBLIC;PUBLIC;2732
2016;REGION;CORSE;PRE-ELEMENTAIRE;MOYENNE SECTION;PRIVE;SOUS CONTRAT;120
2016;REGION;CORSE;PRE-ELEMENTAIRE;MOYENNE SECTION;PUBLIC;PUBLIC;2995
2016;REGION;CORSE;PRE-ELEMENTAIRE;GRANDE SECTION;PRIVE;SOUS CONTRAT;117
2016;REGION;CORSE;PRE-ELEMENTAIRE;GRANDE SECTION;PUBLIC;PUBLIC;3200
2016;REGION;CORSE;ELEMENTAIRE;CP;PRIVE;SOUS CONTRAT;124
2016;REGION;CORSE;ELEMENTAIRE;CP;PUBLIC;PUBLIC;3106
2016;REGION;CORSE;ELEMENTAIRE;CE1;PRIVE;HORS CONTRAT;4
2016;REGION;CORSE;ELEMENTAIRE;CE1;PRIVE;SOUS CONTRAT;147
2016;REGION;CORSE;ELEMENTAIRE;CE1;PUBLIC;PUBLIC;3245
